videoId	frameIndex	PDExtractorID	OFExtractorID	numBoxes	numChildRoIs	numParentRoIs	inferenceFrameSize	inferenceDevice	enqueueTime	fullInferenceStartTime	fullInferenceEndTime	pixelDiffRoIProcessStartTime	pixelDiffRoIProcessEndTime	opticalFlowRoIProcessStartTime	opticalFlowRoIProcessEndTime	resizeStartTime	resizeEndTime	mergeRoIStartTime	mergeRoIEndTime	mixingStartTime	mixingEndTime	mixedInferenceStartTime	mixedInferenceEndTime	reconstructStartTime	reconstructEndTime	endTime
0	1112	1	1	35	33	18	832	0	4969313	0	0	4971228	4974746	42558631	42564832	42564985	42565103	42565103	42565428	46297719	46306885	50064289	51262567	51304205	51304692	51309762
0	1113	1	1	33	34	18	832	0	5011102	0	0	5012395	5014918	42566921	42572822	42572981	42573095	42573096	42573424	46297719	46306885	50064289	51262567	51304205	51304692	51309772
0	1114	1	1	33	34	18	832	0	5041341	0	0	5043847	5046374	42574850	42580900	42581055	42581177	42581177	42581509	46297719	46306885	50064289	51262567	51304205	51304692	51309781
0	1115	0	1	36	34	18	832	0	5059590	0	0	5060903	5063294	42583356	42589920	42590043	42590143	42590143	42590447	46297719	46306885	50064289	51262567	51304205	51304692	51309790
0	1116	1	1	36	34	18	832	0	5076098	0	0	5077353	5079814	42591703	42597471	42597592	42597689	42597689	42597968	46297719	46306885	50064289	51262567	51304205	51304692	51309799
0	1117	1	1	31	34	18	832	0	5110825	46312702	47513894	5113229	5115301	42599239	42605257	42605380	42605480	42605480	42605759	46297719	46306885	0	0	0	0	51309809
0	1118	0	0	36	35	24	832	0	5142722	0	0	5148891	5151298	47551991	47562662	47562809	47562929	47562929	47567810	51316904	51324889	53824182	55019321	55078508	55080494	55084269
0	1119	1	1	38	36	24	832	0	5172627	0	0	5174952	5177391	47571534	47577805	47577958	47578100	47578100	47578500	51316904	51324889	53824182	55019321	55078508	55080494	55084279
0	1120	0	1	36	36	24	832	0	5200949	0	0	5203481	5205913	47580627	47586139	47586292	47586459	47586460	47586838	51316904	51324889	53824182	55019321	55078508	55080494	55084288
0	1121	0	1	35	37	25	832	0	5223173	0	0	5224601	5228670	47588899	47594375	47594525	47594645	47594645	47595073	51316904	51324889	53824182	55019321	55078508	55080494	55084298
